Fuel Type Code,Station Name,Street Address,City,State,ZIP,Stations,Groups With Access Code,EV Network,Latitude,Longitude,Date Last Confirmed,ID,EV Connector Types,Access Code
ELEC,THE BLOCK,43840 Pacific Commons Blvd,Fremont,CA,94538,1,Public,ChargePoint Network,37.5019169,-121.9692915,3/8/19,86874,J1772,public
ELEC,ELAN MENLO PARK,3465 Haven Ave,Menlo Park,CA,94025,1,Public,ChargePoint Network,37.4859487,-122.1833772,3/8/19,86886,J1772,public
ELEC,HUDSON SKYPORT,1650 Technology Drive,San Jose,CA,95110,1,Public,ChargePoint Network,37.364931,-121.914859,3/8/19,86887,J1772,public
ELEC,ELAN MENLO PARK,3651 Haven Ave,Menlo Park,CA,94025,1,Public,ChargePoint Network,37.4860785,-122.1825953,3/8/19,86889,J1772,public
ELEC,CITY OF REDWOOD,2048 Broadway,Redwood City,CA,94063,1,Public,ChargePoint Network,37.486788,-122.2272,3/8/19,86893,J1772,public
ELEC,DAYSINN CHARGER,1590 Coolwater Ln,Barstow,CA,92311,1,Public,ChargePoint Network,34.890741,-117.003569,3/8/19,86897,J1772,public
ELEC,SSEWER,5026 Don Julio Blvd,Sacramento,CA,95842,1,Public,ChargePoint Network,38.693414,-121.3501561,3/8/19,86916,J1772,public
ELEC,CHP CHICO #241,413 Southgate Ave,Chico,CA,95928,1,Public,ChargePoint Network,39.700863,-121.786496,3/8/19,86917,J1772,public
ELEC,Naval Base - Point Loma,Naval Base Point Loma,San Diego,CA,92136,1,Private,,32.688114,-117.239339,1/10/19,86979,J1772,private
ELEC,CUEV,200 W Sycamore Ave,Orange,CA,92866,1,Public,ChargePoint Network,33.793089,-117.854187,3/8/19,86986,J1772,public
ELEC,CUEV,481 N Orange St,Orange,CA,92866,1,Public,ChargePoint Network,33.7930773,-117.8550154,3/8/19,86987,J1772,public
ELEC,CUEV,481 N Orange St,Orange,CA,92867,1,Public,ChargePoint Network,33.7948086,-117.8514399,3/8/19,86988,J1772,public
ELEC,AGUA CALIENTE,261-299 N Calle El Segundo,Palm Springs,CA,92262,1,Public,ChargePoint Network,33.826555,-116.542037,3/8/19,87382,J1772,public
ELEC,AGUA CALIENTE,401 E Amado Rd,Palm Springs,CA,92262,1,Public,ChargePoint Network,33.8263768,-116.5431053,3/8/19,87383,J1772,public
ELEC,CUEV,527-605 E Walnut Ave,Orange,CA,92867,1,Public,ChargePoint Network,33.7954205,-117.8483036,3/8/19,87388,J1772,public
ELEC,SJSU,65 S 10th St,San Jose,CA,95112,1,Public,ChargePoint Network,37.33947,-121.880373,3/8/19,87390,J1772,public
ELEC,JOHN MUIR HLTH,130 Los Cerros Ave,Walnut Creek,CA,94598,1,Public,ChargePoint Network,37.9128705,-122.0393949,3/8/19,87399,J1772,public
ELEC,ROW DTLA,787 Alameda St,Los Angeles,CA,90021,1,Public,ChargePoint Network,34.029149,-118.239162,3/8/19,87426,J1772,public
ELEC,VALENTIA,951 S Beach Blvd,La Habra,CA,90631,1,Public,ChargePoint Network,33.9198789,-117.9692928,3/8/19,87456,J1772,public
ELEC,CREEKSIDE INN,3400 El Camino Real,Palo Alto,CA,94306,1,Public,ChargePoint Network,37.41839,-122.13541,3/8/19,87457,J1772,public
ELEC,BOLLERT|LEBEAU,9920 pacific heights blvd,San Diego,CA,92121,1,Public,ChargePoint Network,32.900159,-117.190847,3/8/19,87459,J1772,public
ELEC,THE VERDANT,3943-3965 Zanker Rd,San Jose,CA,95134,1,Public,ChargePoint Network,37.414038,-121.938468,3/8/19,87460,J1772,public
ELEC,IWPC NEST SANDS,75188 CA-111,Indian Wells,CA,92210,1,Public,ChargePoint Network,33.7217929,-116.3521082,3/8/19,87465,J1772,public
ELEC,CITY HALL,450 San Rafael Ave,Belvedere,CA,94920,1,Public,ChargePoint Network,37.874587,-122.465923,3/8/19,87571,J1772,public
ELEC,CITY OF VENTURA,1400 E Thompson Blvd,Ventura,CA,93001,1,Public,ChargePoint Network,34.2755231,-119.2800503,3/8/19,87575,J1772,public
ELEC,THE ARTISAN,"290-252,251-299 Cozumel",Laguna Beach,CA,92651,1,Public,ChargePoint Network,33.593614,-117.753501,3/8/19,87582,J1772,public
ELEC,SAN MANUEL,777 San Manuel Blvd,Highland,CA,92346,1,Public,ChargePoint Network,34.150481,-117.229147,3/8/19,87585,J1772,public
ELEC,THE COVE EV,271-299 Oyster Point Blvd,South San Francisco,CA,94080,1,Public,ChargePoint Network,37.6624972,-122.3970185,3/8/19,87619,J1772,public
ELEC,THE COVE EV,171 Oyster Point Blvd,South San Francisco,CA,94080,1,Public,ChargePoint Network,37.662633,-122.394431,3/8/19,87620,J1772,public
ELEC,THE COVE EV,151 Oyster Point Blvd,South San Francisco,CA,94080,1,Public,ChargePoint Network,37.663627,-122.394303,3/8/19,87622,J1772,public
ELEC,THE COVE EV,101 Oyster Point Blvd,South San Francisco,CA,94080,1,Public,ChargePoint Network,37.662741,-122.397075,3/8/19,87623,J1772,public
ELEC,OLIVE PIT,2156 Solano St,Corning,CA,96021,1,Public,ChargePoint Network,39.9285765,-122.1972265,3/8/19,87660,J1772COMBO,public
ELEC,SKYWALKER,Skywalker Ranch Rd,Nicasio,CA,94946,1,Public,ChargePoint Network,38.0651862,-122.6459774,3/8/19,87661,J1772,public
ELEC,COOFMONTEREY,168 W. Alisal,Salinas,CA,93901,1,Public,ChargePoint Network,36.6735893,-121.6597443,3/8/19,87684,J1772,public
ELEC,1ST FL EPS FPS,Pacific Highlands Ranch Pkwy,San Diego,CA,92130,1,Public,ChargePoint Network,32.9620261,-117.1884109,3/8/19,87688,J1772,public
ELEC,CUEV,228 N Cypress St,Orange,CA,92866,1,Public,ChargePoint Network,33.789815,-117.856568,3/8/19,87689,J1772,public
ELEC,1ST FL EPS FPS,13460 Highlands Pl,San Diego,CA,92130,1,Public,ChargePoint Network,32.9610475,-117.1891942,3/8/19,87690,J1772,public
ELEC,CUEV,283 N Cypress St,Orange,CA,92866,1,Public,ChargePoint Network,33.790605,-117.855813,3/8/19,87691,J1772,public
ELEC,CUEV,228 N Cypress St,Orange,CA,92868,1,Public,ChargePoint Network,33.7895637,-117.85762,3/8/19,87692,J1772,public
ELEC,COLORADO CENTER,2500 Broadway,Santa Monica,CA,90404,1,Public,ChargePoint Network,34.030616,-118.473644,3/8/19,87702,J1772,public
ELEC,EV ARC,5001 Great America Pkwy,Santa Clara,CA,95054,1,Public,ChargePoint Network,37.4046039,-121.9748602,3/8/19,87705,J1772,public
ELEC,HAMPTON TURLOCK,1821 Lander Ave,Turlock,CA,95380,1,Public,ChargePoint Network,37.4762125,-120.8505962,3/8/19,87713,J1772,public
ELEC,PUBLIC MARKET,6201 Shellmound St,Emeryville,CA,94608,1,Public,ChargePoint Network,37.8424929,-122.2931411,3/8/19,87718,J1772,public
ELEC,LAS POSITAS,3000 Campus Hill Drive,Livermore,CA,94551,1,Public,ChargePoint Network,37.709495,-121.795589,3/8/19,87720,J1772,public
ELEC,CARPINTERIA,901 Cactus Ln,Carpinteria,CA,93013,1,Public,ChargePoint Network,34.39794,-119.5187443,3/8/19,87722,J1772,public
ELEC,Viejas Casino and Resort,5000 Viejas Grade Rd,Alpine,CA,91901,1,Public,,32.84219,-116.705299,5/3/18,87729,J1772,public
ELEC,ORCHARD PARKING,23803 McBean Pkwy,Santa Clarita,CA,91355,1,Public,ChargePoint Network,34.397649,-118.552403,3/8/19,87741,J1772,public
ELEC,ORCHARD PARKING,23839-23851 McBean Pkwy,Santa Clarita,CA,91355,1,Public,ChargePoint Network,34.3971427,-118.5530548,3/8/19,87742,J1772,public
ELEC,GANAHL LUMBER,2600 Del Amo Blvd,Torrance,CA,90503,1,Public,ChargePoint Network,33.846929,-118.334646,3/8/19,87768,J1772,public
ELEC,SOUTHBAY,20700 Avalon Blvd,Carson,CA,90746,1,Public,ChargePoint Network,33.843826,-118.26131,3/8/19,87786,J1772,public
ELEC,FREMONT EV,3168-3250 Capitol Ave,Fremont,CA,94538,1,Public,ChargePoint Network,37.5529028,-121.9824436,3/8/19,87796,J1772,public
ELEC,FREMONT EV,3051-3137 Capitol Ave,Fremont,CA,94538,1,Public,ChargePoint Network,37.5531856,-121.9824879,3/8/19,87797,J1772,public
ELEC,FREMONT EV,3139-3193 Capitol Ave,Fremont,CA,94538,1,Public,ChargePoint Network,37.5528704,-121.9827393,3/8/19,87798,J1772,public
ELEC,HOLLYWD OFFICES,6565 Sunset Blvd,Los Angeles,CA,90028,1,Public,ChargePoint Network,34.0985557,-118.3326766,3/8/19,87799,J1772COMBO,public
ELEC,CITY OF NOVATO,800 Blodgett Ln,Novato,CA,94945,1,Public,ChargePoint Network,38.106335,-122.566476,3/8/19,87800,J1772,public
ELEC,JOHN MUIR HLTH,2571 Park Ave,Concord,CA,94520,1,Public,ChargePoint Network,37.984662,-122.034302,3/8/19,87811,J1772,public
ELEC,FREMONT EV,3423-3499 Capitol Ave,Fremont,CA,94538,1,Public,ChargePoint Network,37.5510128,-121.9842128,3/8/19,87816,J1772,public
ELEC,FREMONT EV,3535-3563 Capitol Ave,Fremont,CA,94538,1,Public,ChargePoint Network,37.5508212,-121.9843394,3/8/19,87817,J1772,public
ELEC,FREMONT EV,3426-3482 Capitol Ave,Fremont,CA,94538,1,Public,ChargePoint Network,37.550897,-121.9840426,3/8/19,87818,J1772,public
ELEC,FREMONT EV,3500-3562 Capitol Ave,Fremont,CA,94538,1,Public,ChargePoint Network,37.5506555,-121.9842584,3/8/19,87819,J1772,public
ELEC,STRATA CU,1717 Truxtun Ave,Bakersfield,CA,93301,1,Public,ChargePoint Network,35.3729943,-119.0215788,3/8/19,87823,CHADEMO,public
ELEC,COOL HAND LUKES,1148 12th St,Paso Robles,CA,93446,1,Public,ChargePoint Network,35.6267962,-120.6871562,3/8/19,87824,J1772COMBO,public
ELEC,IRVINE  CO  OFC,400 Spectrum Center Dr,Irvine,CA,92618,1,Public,ChargePoint Network,33.653051,-117.745841,3/8/19,87835,J1772,public
